	type	first_word	first_word_lemma	first_word_id	second_word	second_word_lemma	second_word_id	full_mwe	full_mwe_lemma	sentence
5886	ADP+NOUN	w	w	67	czasie	czas	68	w czasie	w czas	Bez uszczerbku dla praw twórców lub artystów wykonawców , producentowi fonogramu lub wideogramu przysługuje wyłączne prawo do rozporządzania i korzystania z fonogramu lub wideogramu w zakresie : 1 ) zwielokrotniania określoną techniką , 2 ) wprowadzenia do obrotu , 3 ) najmu oraz użyczania egzemplarzy , 4 ) publicznego udostępniania fonogramu lub wideogramu w taki sposób , aby każdy mógł mieć do niego dostęp w miejscu i w czasie przez siebie wybranym .
5947	ADP+NOUN	W	w	0	czasie	czas	1	W czasie	w czas	W czasie trwania Plusa można podnieść za zgodą towarzystwa wysokość sumy ubezpieczenia .
6016	ADP+NOUN	w	w	3	życiu	życie	4	w życiu	w życie	Dziesięć kolejnych lat w życiu Paula Bernardo dowiodło , że tylko w dwóch przypadkach zachowywał się jak przeciętny zakochany mężczyzna .
6059	ADP+NOUN	w	w	19	grze	gra	20	w grze	w gra	Reprezentację układa się zatem nie tyle wedle jakości gry na boisku europejskim , co wedle kryteriów , które obowiązują w grze na boisku krajowym .
6227	VERB+PRON	skarży	skarżyć	8	się	się	9	skarży się	skarżyć się	- Pana nigdy dobudzić się nie można ; skarży się pan , że przeszkadzamy panu rozmowami , a potem pretensje .
6229	ADP+NOUN	W	w	0	czasie	czas	1	W czasie	w czas	W czasie letniego skwaru samochody bywają tak bardzo nagrzane , że z reguły nie wystarcza otwarcie okien , więc kierowcy , o ile nie mają w aucie klimatyzacji , na gwałt poszukują innej możliwości schłodzenia kabiny i najczęściej jest to nawiew , równie nagrzanego powietrza , z dysz w desce rozdzielczej , ale ostrzegam byle nie prosto w twarz , bo nie jednemu zaprószyło w czasie jazdy oczy .
6244	ADP+NOUN	w	w	64	czasie	czas	65	w czasie	w czas	W czasie letniego skwaru samochody bywają tak bardzo nagrzane , że z reguły nie wystarcza otwarcie okien , więc kierowcy , o ile nie mają w aucie klimatyzacji , na gwałt poszukują innej możliwości schłodzenia kabiny i najczęściej jest to nawiew , równie nagrzanego powietrza , z dysz w desce rozdzielczej , ale ostrzegam byle nie prosto w twarz , bo nie jednemu zaprószyło w czasie jazdy oczy .
6391	ADP+NOUN	w	w	22	czasie	czas	23	w czasie	w czas	A potem dowiedziałem dowiedział em się , że nie mogę nie pójść na obiad wydawany w restauracji przez znajomego Chenga , bo w czasie ostatniego spotkania znajomy dał mi twarz .
6396	NOUN+NOUN	Sekcja	sekcja	0	zwłok	zwłoki	1	Sekcja zwłok	sekcja zwłoki	Sekcja zwłok wykazała , że przyczynami zgonu były zakrzepica żyły udowej , zator tętnicy płucnej i niewydolność krążeniowo - oddechowa .
6495	ADP+NOUN	w	w	43	życiu	życie	44	w życiu	w życie	Otóż dobra te , jak to wynika z cytowanych dokumentów , od roku 1815 do roku 1835 były własnością jego siostry , Teresy Scypionowej , choć niewątpliwie zostały kupione i zagospodarowane z myślą o nim i jego żonie , czyli dwu najbliższych osobach w życiu tej kobiety .
6554	ADP+NOUN	w	w	36	czasie	czas	37	w czasie	w czas	ZA kilka dni rozpoczęte zostaną na terenie XIV-wiecznego zamku w Pasłęku pierwsze badania związane z hipotezą olsztyńskiego radiestety Edwarda Trusielewicza , przewidującego , że pod jednym ze skrzydeł warowni ukryta jest stawna Bursztynowa Komnata , wywieziona w czasie wojny przez Niemców z Carskiego Sioła .
6566	ADP+NOUN	do	do	9	góry	góra	10	do góry	do góra	Na placach poczęły gromadzić się grupy przechodniów z zadartymi do góry głowami .
6570	ADP+NOUN	w	w	6	oczach	oko	7	w oczach	w oko	W biurze rajdu kolejka kierowców topniała w oczach .
6883	NOUN+NOUN	tryb	tryb	4	życia	życie	5	tryb życia	tryb życie	Chaotyczny , pozbawiony planu tryb życia , liczne nieprzemyślane wydatki , składanie obietnic bez pokrycia - to też są pozostałości z poprzedniej epoki .
7148	NOUN+VERB	górach	góra	8	jest	być	9	górach jest	góra być	Kinga Baranowska : - Wbrew pozorom wypadków w górach jest bardzo mało .
7152	ADP+NOUN	w	w	6	czasie	czas	7	w czasie	w czas	Smolorz powtarzał to sobie kilka razy w czasie jazdy przez miasto .
7367	VERB+PRON	stawia	stawiać	18	się	się	19	stawia się	stawiać się	"W związku z przypływem krwi objętość piersi zwiększa się , sutek jędrnieje i unosi się nieco - "" stawia się "" , a brodawka piersiowa twardnieje i zwiększa swoją wrażliwość ."
7522	ADP+NOUN	w	w	1	czasach	czas	2	w czasach	w czas	"Nawet w czasach stalinizmu powstawały w Polsce komedie , takie jak "" Skarb "" czy "" Przygoda na Mariensztacie "" Leonarda Buczkowskiego , z melodyjnymi piosenkami , które chętnie nucono ."
7532	ADP+NOUN	Na	na	0	koniec	koniec	1	Na koniec	na koniec	Na koniec kandyzować mango cukrem .
8093	ADP+NOUN	W	w	0	czasie	czas	1	W czasie	w czas	W czasie prób robiłaś robiła ś wrażenie nieustraszonej , ale tuż przed premierą usłyszałam usłyszała m od Marysi : mama płacze ze zdenerwowania .
8116	ADP+NOUN	W	w	0	życiu	życie	1	W życiu	w życie	W życiu prywatnym afiszował swój homoseksualizm , miał cały harem młodych ludzi , pozornie adiutantów .
8264	VERB+PRON	daję	dawać	12	sobie	siebie	13	daję sobie	dawać siebie	Te fasolki wszystkich smaków to wynalazek Joanne Rowling z Harry'ego Pottera i daję sobie punkty za to , że nie musiałem musiał em tego nigdzie sprawdzać , natomiast kiedy zgadaliśmy zgadali śmy się z innymi rodzicami po zebraniu – to oni nie wiedzieli .
8432	ADP+NOUN	w	w	9	czasie	czas	10	w czasie	w czas	Wypytywała rodaków o Warszawę , interesowała się przeżyciami Tomka w czasie wyprawy i nawet namawiała go usilnie , aby pozostał w Australii .
8453	ADP+NOUN	na	na	2	ręce	ręka	3	na ręce	na ręka	Wzięła mnie na ręce i zaniosła na łóżko .
8617	ADP+NOUN	w	w	25	oczach	oko	26	w oczach	w oko	- W taką grę , to my się bawić nie będziemy ! - powiedziało kilkunastu , czy może nawet kilkudziesięciu facetów i bryknęło z obłędem w oczach przez płot do domów .
8701	ADP+NOUN	w	w	4	czasie	czas	5	w czasie	w czas	Nie będziesz wówczas podjadać w czasie różnych prac domowych i na ulicy .
8762	ADP+NOUN	w	w	6	czasie	czas	7	w czasie	w czas	- Jego przodków uratował mój dziadek w czasie II wojny światowej .
8858	ADJ+NOUN	gorącym	gorący	5	uczynku	uczynek	6	gorącym uczynku	gorący uczynek	Zostali zatrzymani przez policję na gorącym uczynku .
9091	ADP+NOUN	w	w	7	życie	życie	8	w życie	w życie	Zbigniew Izdebski : Reforma administracyjna jest wdrażana w życie , choć wielu oponentów twierdzi , że jest zbyt wcześnie na jakiekolwiek reformy .
9202	ADP+NOUN	w	w	7	czasie	czas	8	w czasie	w czas	Do wypadku doszło w poniedziałek po południu w czasie największego upału .
9308	ADP+NOUN	do	do	1	góry	góra	2	do góry	do góra	Podnoszą do góry ręce , śpiewają .
9345	ADP+NOUN	w	w	11	życiu	życie	12	w życiu	w życie	– Ja ci tutaj mówię coś , co może ci się w życiu twem przydać , a ty żarty sobie stroisz .
9402	ADP+NOUN	w	w	19	oczach	oko	20	w oczach	w oko	Początkowo kropla zabarwiła swą najbliższą okolicę , ale oto coś przystąpiło do kontrofensywy , gdyż strefa barwna poczyna się w oczach kurczyć i po chwili nie ma już śladu po barwnej kropli .
9774	VERB+PRON	dopuszcza	dopuszczać	2	się	się	3	dopuszcza się	dopuszczać się	Tym razem dopuszcza się inną działalność , niż gastronomiczna .
9795	ADP+NOUN	w	w	13	stanie	stan	14	w stanie	w stan	Miesiąc temu posadę stracił komendant powiatowy z Braniewa , który w komendzie był w stanie nietrzeźwości .
10055	ADJ+NOUN	ostatnie	ostatni	19	słowa	słowo	20	ostatnie słowa	ostatni słowo	- Młody człowieku , za to , co się stało tej nocy , zapłacisz własną krwią - takie były ostatnie słowa , jakie Casanuova powiedział do hrabiego Ciano .
10489	ADP+NOUN	na	na	4	cele	cel	5	na cele	na cel	Wykorzystanie zabytkowych nieruchomości wyłącznie na cele komercyjne sprawia , że atrakcyjne dzielnice miast pustoszeją z mieszkańców
10565	VERB+PRON	uniosły	unieść	4	się	się	5	uniosły się	unieść się	W gasnącym świetle rakiety uniosły się zaciśnięte pięści .
10643	ADP+NOUN	w	w	4	czasie	czas	5	w czasie	w czas	Sam Stern natomiast - w czasie , kiedy go odkrywaliśmy odkrywali śmy - miał już tę buntowniczą młodość za sobą i zajmował się głównie pisaniem dla zarobku licznych scenariuszy filmowych .
10812	ADP+NOUN	do	do	4	góry	góra	5	do góry	do góra	Te kapsle , podrzucane do góry , dudniły o butelkę .
11115	VERB+PRON	dają	dawać	15	się	się	16	dają się	dawać się	Lipidy stanowią klasę związków , które są trudno rozpuszczalne lub nierozpuszczalne w wodzie , a dają się wyekstrahować z tkanek przy pomocy niepolarnych rozpuszczalników organicznych , takich jak : eter , benzen , chloroform czy heksan .
11181	ADP+NOUN	na	na	2	nogach	noga	3	na nogach	na noga	Od czwartej na nogach , dwie godziny kręcenia papilotów , a tu jeszcze moment , a lunie .
11188	ADP+NOUN	na	na	24	końcu	koniec	25	na końcu	na koniec	Tydzień temu dyskutowaliśmy dyskutowali śmy o aborcji i o tym , żeby nie zabijać , a żołnierz , rekrut składający przysięgę wojskową , mówiący na końcu : ˝ Tak mi dopomóż Bóg ˝ , powinien mieć świadomość , że musi zabijać .
11203	ADP+NOUN	w	w	6	oczach	oko	7	w oczach	w oko	Chyba sam miałem miał em mokro w oczach ; zawsze miałem miał em oczy ustawione w mokrym miejscu .
11236	ADP+NOUN	w	w	1	pole	pole	2	w pole	w pole	Wbiegł w pole karne , strzelił gola .
11337	VERB+PRON	dajmy	dać	2	się	się	3	dajmy się	dać się	- Nie dajmy się sprowokować ! - wołali drudzy .
11406	VERB+PRON	podzieliła	podzielić	2	się	się	3	podzieliła się	podzielić się	Komisja tak podzieliła się w głosowaniu w tej sprawie , że rozstrzygnięcie było niemożliwe - dwóch członków komisji było za ukaraniem gwiżdżących posłów , dwóch przeciw i jeden wstrzymał się od głosu .
12115	NOUN+NOUN	akt	akt	17	oskarżenia	oskarżenie	18	akt oskarżenia	akt oskarżenie	- Zdarzało się , że uderzyłem uderzył em butnego Niemca z Wehrwolfu , ale tego nie obejmuje akt oskarżenia .
12249	ADP+NOUN	po	po	3	głowie	głowa	4	po głowie	po głowa	Ognista łapa przejechała po głowie Liścia , ledwie zdołał jej umknąć .
12304	ADP+NOUN	w	w	1	czasie	czas	2	w czasie	w czas	Jeszcze w czasie studiów zainteresował się finansami i bankowością .
12470	ADP+NOUN	na	na	2	kontach	konto	3	na kontach	na konto	Obsługa operacji na kontach z drobnymi oszczędnościami , jakie się gromadzą w kasach oszczędności , jest dla wielkiego banku nieopłacalna ( w Polsce prowadzenie konta kosztuje dziś klienta więcej niż na Zachodzie ) .
12652	ADP+NOUN	w	w	44	słowach	słowo	45	w słowach	w słowo	"O ile kiedyś Kukiz po równo dowalał byłym działaczom PZPR , ZChN i KPN , a przy okazji piętnował zupełnie apolityczne chamstwo ( vide : piosenka "" Rodzina słowem silna "" ) , to dziś artysta idzie na wojnę z komuną , a ujawniona w słowach piosenek postawa ma charakter jasno określony w sensie politycznym ."
12763	ADP+NOUN	w	w	10	życiu	życie	11	w życiu	w życie	Ambitny Amerykanin wierzył naprawdę , że ma szanse na osiągnięcie w życiu sukcesu na miarę Rockefellera , jeśli tylko będzie się o to wytrwale starał .
12983	ADJ+PRON	ciągnącą	ciągnąć	24	się	się	25	ciągnącą się	ciągnąć się	A właściwie nie tyle jej słowa , do których nie przywiązywałem przywiązywał em wówczas specjalnej wagi , tylko melodię , powolną i dostojną , ciągnącą się wąską strużką pamięci niczym smuga kadzidlanego dymu - i ta nostalgiczna melodia podziałała na mnie kojąco .
13120	ADP+NOUN	w	w	7	oko	oko	8	w oko	w oko	Często bywało , że kiedy stawał oko w oko z jakimś człowiekiem , który naciągnął jego nerwy , musiał zatrudnić swój mózg dźwięcznymi frazami starożytnych Rzymian , które miały cudowną właściwość wytłumiania i absorbowania agresji .
13232	VERB+PRON	oparł	oprzeć	7	się	się	8	oparł się	oprzeć się	Żeby jednak pozbyć się resztek wątpliwości - oparł się o kamień ramieniem i spróbował ruszyć go z miejsca .
13383	NOUN+NOUN	aktu	akt	1	oskarżenia	oskarżenie	2	aktu oskarżenia	akt oskarżenie	Według aktu oskarżenia , odpowiadający przed szczecińskim sądem obywatele Niemiec tworzyli fikcyjne spółki , w których nominalnie mieli 49 proc . udziałów , a Polacy - 51 proc .
13603	VERB+PRON	ukazała	ukazać	2	się	się	3	ukazała się	ukazać się	W drzwiach ukazała się lisia twarz pana Hawełko .
13776	ADP+NOUN	na	na	13	końcu	koniec	14	na końcu	na koniec	W końcu spytała : – O co ci chodziło z tym tam , na końcu , że ty nie oszukujesz , z narkotykami niby ?
14057	ADP+NOUN	w	w	12	stanie	stan	13	w stanie	w stan	Czasami jestem szczerze zdumiona , że mimo zmiany ustawy o prowadzeniu samochodu w stanie nietrzeźwym , tak wiele osób nadal decyduje się na to , aby po „ jednym głębszym ” wsiąść za kierownicę .
14151	VERB+PRON	kręci	kręcić	18	się	się	19	kręci się	kręcić się	"Ogólnie panuje niezbyt duża tolerancja na ciszę - Irena skubie palce , Maciek głośno przełyka ślinę , Regina kręci się , wzdycha , poprawia buty , patrzy na zegarek , Iza chowa twarz w "" daszku "" z rąk ."
14253	ADP+NOUN	w	w	2	stanie	stan	3	w stanie	w stan	Masa próbki w stanie powietrznosuchym powinna wynosić 2,5 - 3 kg na 1 dm3 objętości cylindra użytego do badania .
14362	ADP+NOUN	na	na	10	rękę	ręka	11	na rękę	na ręka	- Japońska firma Seiko wprowadziła na rynek pierwszy kwarcowy zegarek na rękę .
14399	VERB+NOUN	ma	mieć	16	sensu	sens	17	ma sensu	mieć sens	Tak jak nikt nie debatuje w kwestii konieczności odżywiania , czy odpoczynku , tak samo nie ma sensu włączać coś tak zwykłego jak seks ( mający miejsce pomiędzy ludźmi odpowiadającymi za swoje czyny ) w politykę , ani ideologię .
14486	ADP+NOUN	w	w	21	oczach	oko	22	w oczach	w oko	Sama dla siebie wypiękniała duchowo w tym wywyższeniu , jakie dały jej nowe uczucia , i była , aż do łez w oczach włącznie , zadowolona z siebie i ze świata .
14680	VERB+PRON	kręci	kręcić	6	się	się	7	kręci się	kręcić się	Karuzela z nazwiskami pretendentów do ratuszy kręci się coraz szybciej , ale konkrety będą znane dopiero w kwietniu .
14690	ADP+NOUN	po	po	30	stronie	strona	31	po stronie	po strona	Ostrożnie podszedł i zobaczył , że sięga on po książki o religii , literaturze i historii , kartkuje , a potem wyjmuje długopis i pracowicie coś zamazuje , niekiedy strona po stronie .
14844	VERB+NOUN	ma	mieć	2	wątpliwości	wątpliwość	3	ma wątpliwości	mieć wątpliwość	- Nie ma wątpliwości , że dla takiego banku jak Handlowy , skupionego na pewnej grupie klientów , nie jest bez znaczenia , czy będzie w stanie przekształcić się w bank uniwersalny , świadczący usługi zarówno dla przedsiębiorstw , jak i dla ludności .
14914	VERB+PRON	zebrał	zebrać	4	się	się	5	zebrał się	zebrać się	W zamku Książąt Pomorskich zebrał się tłum uczniów i gości , którzy obejrzeli montaż poetycko - muzyczny w wykonaniu uczniów .
15000	ADP+NOUN	w	w	15	czasach	czas	16	w czasach	w czas	Maurycy postawił nagrobek osiem lat wcześniej , kierując się bardziej przezornością niż chrześcijańską pokorą , w czasach , gdy dawni włodarze miasta , wyzbywszy się kolejno księgozbiorów , mebli , stołowych zastaw , obrazów i oleodruków , poczęli wystawiać na sprzedaż resztki z resztek dawnej świetności , na jakie niespodziewanie pojawił się popyt : miejsca w rodzinnych grobowcach .
15226	ADP+NOUN	w	w	16	stół	stół	17	w stół	w stół	- Najgorsze jest to , że oni są wszyscy bezkarni . - Różowiutki sędzia uderzył pięścią w stół .
15271	ADP+NOUN	przed	przed	19	sądem	sąd	20	przed sądem	przed sąd	- Zagroził , że mnie przeklnie , rzuci na mnie urok i zaszkodzi mi na zdrowiu - żaliła się przed sądem na bioenergoterapeutę poszkodowana Zofia Ż .
15386	ADP+NOUN	w	w	31	życie	życie	32	w życie	w życie	A więc wspólny element , stała niezmienna - powtórzmy to jeszcze raz : w centrum tego zainteresowania jest człowiek , tak jako twórca kultury , jak i jako osoba , uwikłana w życie , konieczność podejmowania wyborów , szukająca kryteriów odróżnienia dobra od zła .
15735	ADP+NOUN	w	w	1	powietrze	powietrze	2	w powietrze	w powietrze	Wystrzelił w powietrze jak katapultowany i cała aula zadarła głowy , bo przebił sufit i poszybował jak radziecka rakieta na podbój kosmosu .
15775	VERB+PRON	Rzucał	rzucać	0	się	się	1	Rzucał się	rzucać się	Rzucał się na funkcjonariuszy z kopytami , stawał na tylnych nogach , szczerzył zęby , toczył ślinę i buchał parą z pyska .
15858	VERB+NOUN	ma	mieć	18	obowiązku	obowiązek	19	ma obowiązku	mieć obowiązek	- W umowie koalicyjnej zapisaliśmy zapisali śmy , że w sprawach ideowych będziemy się zbliżać , ale nie ma obowiązku jednomyślności .
16007	VERB+NOUN	ma	mieć	7	kłopotu	kłopot	8	ma kłopotu	mieć kłopot	Ale skoro oskarżony się przyznał , nie ma kłopotu .
16041	VERB+NOUN	miał	mieć	18	zaufanie	zaufanie	19	miał zaufanie	mieć zaufanie	Jeśli zawarty związek nie znaczy nic dla partnera , jeżeli oszukał , grał , ukrywał , za nic miał zaufanie , kłamał w żywe oczy , wyprowadził w pole , zadrwił za plecami , nie dotrzymał układu , cichcem i podstępnie przestał być partnerem , to znaczy , że nie ma nic pewnego , znowu jest się samym , porzuconym , posiadanie stronnika było tylko złudzeniem , jest się na tym świecie obcym pomiędzy obcymi , odrzuconym , niechcianym .
16049	VERB+PRON	Robi	robić	0	się	się	1	Robi się	robić się	Robi się te rzeczy !
16214	VERB+PRON	spotkali	spotkać	1	się	się	2	spotkali się	spotkać się	Cichociemni spotkali się w GROM-ie .
16435	VERB+PRON	mieścili	mieścić	7	się	się	8	mieścili się	mieścić się	Powodzenie ubiegłorocznego przedsięwzięcia , kiedy widzowie nie mieścili się w sali kinowej , a niektórzy wręcz leżeli pod ekranem , zdecydowało że teraz projekcje odbędą się w trzech miejscach .
16579	ADP+NOUN	z	z	12	końcem	koniec	13	z końcem	z koniec	Za kościołem widać dwór z XVIII wieku , którego neogotyckie skrzydło dobudowano z końcem XIX wieku .
16581	ADJ+NOUN	ostatniego	ostatni	3	słowa	słowo	4	ostatniego słowa	ostatni słowo	Proboszcz uczepił się ostatniego słowa .
16707	ADP+NOUN	do	do	2	głowy	głowa	3	do głowy	do głowa	Przykładanie pistoletu do głowy i inscenizowanie zarzynania świni to jedne z metod psychomanipulacji , jakimi swoich ajentów terroryzowała Żabka Polska SA - wynika z ekspertyzy dla Helsińskiej Fundacji Praw Człowieka .
16793	ADP+NOUN	W	w	1	czasach	czas	2	W czasach	w czas	"- W czasach , gdy Andrzej Lepper i Leszek Miller wyrastają na mężów stanu , pole do działania dla satyryków jest ogromne - mówi Piotr Lisiewicz , dziennikarz "" Gazety Polskiej "" , lider Akcji Alternatywnej Naszość , która na swoim koncie ma wiele artystycznych osiągnięć i niemal tyle samo procesów sądowych , które same przerodziły się w happeningi ."
16825	ADP+NOUN	w	w	10	oko	oko	11	w oko	w oko	Tłumaczył sobie , że Sherlock Holmes niejednokrotnie spotykał się oko w oko z nie takimi błahymi sprawami , a zawsze potrafił wybrnąć z każdej sytuacji .
16885	NOUN+NOUN	wyrzuty	wyrzut	2	sumienia	sumienie	3	wyrzuty sumienia	wyrzut sumienie	Ponownie odczuł wyrzuty sumienia , nie było jednak czasu na rozmyślania .
17015	ADP+NOUN	na	na	15	koniec	koniec	16	na koniec	na koniec	Tablica 6 pokazuje udział kapitałów własnych w sumie bilansowej wybranych polskich banków , według danych na koniec 1995 roku ( w przypadku większości przedstawionych banków - przed audytem ) .
17132	ADP+NOUN	w	w	6	oczach	oko	7	w oczach	w oko	Podporucznik Słodziak przebiegał korytarze z obłędem w oczach , podporucznik Kawiarz chrypiał z wysiłkiem do słuchawki telefonu , podporucznik Kowalik pojechał z kolejnym transportem na stację .
17261	ADP+NOUN	w	w	4	oczy	oko	5	w oczy	w oko	Nie tylko patrzyła mi w oczy z oddaniem , ale dbała o porządek na mym biurku , temperowała mi ołówki , pilnowała mej herbaty , a na imieniny postawiła mi na biurku kwiaty w wazonie .
17431	ADJ+PRON	obracająca	obracać	1	się	się	2	obracająca się	obracać się	Dziewczyna obracająca się kusząco na parkiecie wydała mu się wyjątkowo wyjątkowa .
17667	VERB+PRON	mieszczą	mieścić	16	się	się	17	mieszczą się	mieścić się	- Chciałem Chciał em tylko zwrócić twą uwagę na fakt , że złe duchy i potwory mieszczą się w takim oto zwykłym , maleńkim robaczku .
17864	ADP+NOUN	w	w	2	czasach	czas	3	w czasach	w czas	"Tak było w czasach odrodzenia , kiedy to Savonarola , ponury mnich , mający "" nominację do świętości "" , kazał mieszkańcom Florencji rzucać na stos rześby i malowidła , uznane przez niego za sprośne , a przedstawiające nieraz znaczną wartość artystyczną ."
17890	NOUN+NOUN	Akt	akt	0	oskarżenia	oskarżenie	1	Akt oskarżenia	akt oskarżenie	Akt oskarżenia trafił do sądu na początku 1995 roku .
17904	ADP+NOUN	W	w	0	roli	rola	1	W roli	w rola	W roli trenera gospodarzy , przed miejscową publicznością , debiutował Mirosław Hajdo .
18083	VERB+PRON	prezentują	prezentować	10	się	się	11	prezentują się	prezentować się	Postkomuniści , niegdyś żerujący na nostalgii za PRL-em , dziś prezentują się jako partia otwarta na Europę Zachodnią , kompetentna w sprawowaniu władzy i promująca rozsądne zmiany .
18229	ADP+NOUN	na	na	34	sercu	serce	35	na sercu	na serce	Odkrycie , którego dokonała , nie powinno było jej do tego stopnia porazić , a jednak tak się stało : czuła , że coś się zawala , zapada , że do jej wszystkich ciężarów na sercu dokłada się jeszcze jeden , wcale nie mniejszy , ciężar jakiegoś zawodu i smutku , i świadomości , że z jej przyjaźni z Teresą także będą nici .
18318	ADP+NOUN	w	w	21	oczy	oko	22	w oczy	w oko	Dlatego Hildegard , ilekroć przekraczała próg , zawsze przez krótką chwilę spoglądała na swe odbicie , przez moment patrzyła sobie prosto w oczy - dzień po dniu , miesiąc po miesiącu , rok po roku .
18369	ADP+NOUN	w	w	13	oczach	oko	14	w oczach	w oko	Jeśli test wychodził negatywny - smutniałam smutniała m i miałam miała m łzy w oczach bo nie było dzidziusia , a jednocześnie jakiś chochlik we mnie świergotał , że dobrze , że jeszcze mam trochę czasu na szaleństwa .
18378	ADP+NOUN	z	z	6	prośbą	prośba	7	z prośbą	z prośba	Posłałem Posłał em do Arasyba Wagurę z prośbą , by czarownik dudnił w bęben bezustannie i głuszył bicie Akawojów .
18534	VERB+PRON	zastanawia	zastanawiać	15	się	się	16	zastanawia się	zastanawiać się	- Ciekawe , dlaczego na chwilę przed wyborami pan minister stał się taki hojny - zastanawia się Artur Zawisza z PiS .
18610	ADP+NOUN	w	w	15	składzie	skład	16	w składzie	w skład	Mooney pod wpływem głębokiej depresji musiał wrócić do Stanów Zjednoczonych , lecz ponownie pojawił się w składzie Can w drugiej połowie lat osiemdziesiątych , kiedy grupa reaktywowała się celem nagrania płyty Rite Time .
19190	ADP+NOUN	Z	z	1	propozycją	propozycja	2	Z propozycją	z propozycja	"- Z propozycją współprowadzenia "" Lewiatana "" Wiesiek zwrócił się do mnie w 92 roku . - mówi Kurski ."
19454	ADP+NOUN	W	w	0	czasie	czas	1	W czasie	w czas	W czasie obserwacji z tylnej części dachu wysuwa się - wcześniej starannie ukryty - kilkumetrowej wysokości podnośnik hydrauliczny .
19837	VERB+PRON	chciał	chcieć	2	się	się	3	chciał się	chcieć się	A może chciał się jeszcze Fryderyk pochylić nad mogiłą najmłodszej swej siostry , Emilki ?
19850	ADP+NOUN	na	na	17	koniec	koniec	18	na koniec	na koniec	Skinąłem Skinął em ręką na Kasię , aby pozostała na miejscu , a sam pobiegłem pobiegł em na koniec półwyspu .
20064	ADP+NOUN	w	w	11	ogień	ogień	12	w ogień	w ogień	Wtedy Bóg złapie to całe towarzystwo łącznie ze mną i wrzuci w ogień piekielny , a będzie tam płacz i zgrzytanie zębów .
20188	ADP+NOUN	W	w	0	czasie	czas	1	W czasie	w czas	W czasie tym Iran , wyczerpany , wyniszczony wiekowymi wojnami z Bizancjum , jest świeżo podbity przez Arabów , którzy zaczynają krzewić nową wiarę - islam .
20382	ADP+NOUN	W	w	0	czasie	czas	1	W czasie	w czas	"W czasie kiedy hakerzy należący do znanej brazylijskiej grupy piratów "" Crimeboys "" usiłowali dokonać włamania , strona była aktualizowana i dzięki temu zabezpieczona ."
20607	NOUN+NOUN	sekcja	sekcja	2	zwłok	zwłoki	3	sekcja zwłok	sekcja zwłoki	Jak wykazała sekcja zwłok , został on śmiertelnie pobity , m.in . drewnianym taboretem strzaskano mu głowę .
20704	ADP+NOUN	po	po	64	głowie	głowa	65	po głowie	po głowa	Adaś mógł być pewny , że z każdych tarapatów wydostanie się po drabinie miłości matczynej , złapie go mama , gdy się potknie , utuli i nafaszeruje ptasim mleczkiem po ojcowskich razach , a gdy będzie tonął , Leokadia rzuci mu koło ratunkowe albo sama zamieni się w ponton o dużej wyporności i ruszy na ratunek , jak wówczas gdy na brzegu Bałtyku oberwał po głowie od silniejszego kolegi , który do tego zabrał mu wiaderko i łopatkę .
20757	ADP+NOUN	w	w	3	czasie	czas	4	w czasie	w czas	Dodajmy , że w czasie wizyt papieża i przy innych okazjach nieraz przebywał w Polsce , jego korespondencje zaś z naszego kraju , również te pisane po proklamowaniu stanu wojennego , potwierdzając konserwatywne poglądy ich autora , udowodniły też , że jest dziennikarzem mającym szacunek dla faktów .
20843	ADP+NOUN	Na	na	0	koniec	koniec	1	Na koniec	na koniec	Na koniec 1996 roku deficyt budżetowy wystąpił w 21 miastach spośród 35 , chociaż planowało go aż 30 miast .
20940	VERB+PRON	spotkała	spotkać	3	się	się	4	spotkała się	spotkać się	Ta wizja macierzyństwa spotkała się z polemiką ze strony działaczki pacyfistycznej i feministycznej Madeleine Vernet ( 1878 - 1949 ) .
20946	VERB+PRON	wypowiada	wypowiadać	9	się	się	10	wypowiada się	wypowiadać się	13 . Żona prezydenta zawsze pierwsza wie , komu wypowiada się wojnę , jakie podatki będą obowiązywały w przyszłym roku i do jakiej telewizji przenosi się znany prezenter telewizyjny .
20969	VERB+PRON	zdecyduje	zdecydować	10	się	się	11	zdecyduje się	zdecydować się	To , czy ponownie zasiądzie w ławach na Wiejskiej , zdecyduje się , już bez jej udziału , w dzień wyborów samorządowych – prawdopodobnie 27 października .
21093	VERB+NOUN	ma	mieć	2	miejsca	miejsce	3	ma miejsca	mieć miejsce	- Nie ma miejsca dla mnie ? - zapytał brunet i spojrzał uważnie na szatniarza .
21329	ADP+NOUN	na	na	10	scenie	scena	11	na scenie	na scena	Jaro pofatygował się zadośćuczynić życzeniu klienta , a tymczasem dziewczyny na scenie dały spokój rurce .
21615	ADP+NOUN	na	na	7	cel	cel	8	na cel	na cel	Zanim pomyślałem pomyślał em o naprowadzeniu armaty na cel , granaty powybuchały i znów przestałem przestał em cokolwiek widzieć .
21735	VERB+ADP	jesteśmy	być	6	w	w	7	jesteśmy w	być w	Ale do katastrofy nie dochodzi , jesteśmy w końcu w teatrze .
21806	ADP+NOUN	w	w	28	czasie	czas	29	w czasie	w czas	Jeszcze bardziej testy skomplikuje stosowanie różnych manekinów : amerykański manekin mierzy skalę możliwych obrażeń głowy i klatki piersiowej ; europejski manekin dodatkowo będzie mierzyć wpływ różnych sił działających w czasie wypadku na pasażerów .
